GeneID	Bulk RNA-seq IU_Finnerty_Estrus_n1	Bulk RNA-seq IU_Finnerty_Estrus_n2	Bulk RNA-seq IU_Finnerty_Estrus_n3	Bulk RNA-seq IA_Finnerty_Estrus_n1	Bulk RNA-seq IA_Finnerty_Estrus_n2	Bulk RNA-seq IA_Finnerty_Estrus_n3
Mir1963	0	0	0	0	0	0
Rasgrp4	141	172	217	108	73	153
Fam98c	277	422	553	514	509	860
Spred3	447	580	675	218	264	297
Ggn	130	274	228	122	99	131
Psmd8	4454	4405	5573	3225	4070	3635
Catsperg1	102	230	286	84	129	244
Kcnk6	370	369	439	241	625	230
Yif1b	1226	1364	1917	2174	2418	2989
2200002D01Rik	174	253	325	61	59	69
Spint2	20851	30148	35804	33335	30929	48757
Ppp1r14a	1205	2225	2370	523	477	357
Dpf1	42	77	137	100	83	167
Sipa1l3	6301	6776	10552	9320	10413	11308
4932431P20Rik	0	2	0	4	10	19
4930432E11Rik	14	6	8	8	12	5
Catsperg2	3	3	7	2	4	4
Zfp84	1289	1127	1908	1121	1478	1390
Mir1964	5	1	5	2	1	3
Zfp30	192	398	519	241	215	332
Gm6579	7	5	4	6	2	4
Zfp790	932	998	1365	605	837	818
Zfp940	44	62	117	49	55	47
Zfp420	236	283	581	227	250	426
Zfp27	442	374	650	319	382	340
Zfp383	288	542	802	275	298	513
Zfp74	402	536	842	639	692	788
C230062I16Rik	99	100	212	295	331	499
Zfp568	683	652	1250	539	783	802
Zfp14	320	340	568	355	404	578
Zfp82	92	140	164	135	147	290
Zfp566	86	109	141	68	67	93
Zfp260	2157	2551	3462	1648	1980	2164
Zfp382	90	79	111	65	75	60
Zfp146	1778	2023	3163	1321	1707	1747
Gm5113	195	219	310	315	295	260
Cox7a1	58	32	41	25	31	23
Capns1	13321	12633	16490	8745	10091	7254
Tbcb	1884	1631	2823	1994	1996	2032
Polr2i	573	665	1089	634	644	836
Ovol3	0	0	0	0	0	2
Wdr62	161	328	333	249	181	320
Clip3	1326	4494	3556	866	747	621
Alkbh6	1052	1384	1859	1413	1509	1706
Syne4	241	214	487	489	320	537
Sdhaf1	527	525	941	601	561	640
Lrfn3	785	1004	1333	774	749	737
Tyrobp	535	609	700	187	198	197
Hcst	6	10	54	5	7	12
Nfkbid	57	82	98	57	42	52
Aplp1	158	269	418	84	148	76
Kirrel2	0	0	0	0	0	0
Nphs1	0	0	0	0	2	0
Nphs1os	0	0	0	0	0	0
Prodh2	1	0	0	0	0	0
Arhgap33os	8	0	1	0	0	0
Arhgap33	1201	1158	1761	531	631	995
Proser3	488	831	1007	1225	1313	1745
Hspb6	375	573	1051	530	293	312
Lin37	644	772	874	809	957	768
Psenen	1727	1960	2595	1924	1977	2325
U2af1l4	728	821	1182	940	921	1185
Igflr1	174	205	384	215	274	500
Kmt2b	4636	4877	7979	4130	5298	4654
Zbtb32	34	39	30	31	25	64
Upk1a	27229	26170	15126	2773	3834	355
Cox6b1	4585	3722	5317	3506	4049	3844
Etv2	0	0	0	0	0	1
Rbm42	2745	3073	4469	2853	3177	3711
Haus5	403	452	636	393	448	533
Pmis2	3	2	2	7	3	1
2200002J24Rik	1	0	8	1	2	7
Gm4883	0	0	0	2	0	0
Atp4a	0	2	7	19	60	26
Tmem147	1760	1230	2177	1892	2002	1571
Tmem147os	233	356	535	303	284	379
Gapdhs	47	41	77	33	53	35
Sbsn	242	492	580	422	277	431
Dmkn	1038	1181	1576	6452	6588	9880
Krtdap	0	0	0	0	0	0
Ffar2	9	4	12	14	4	4
Ffar3	0	0	0	0	0	0
Ffar1	2	0	0	0	0	0
Cd22	54	50	84	16	21	16
Mag	26	14	34	18	10	12
Hamp2	0	2	0	0	0	0
Hamp	0	1	2	1	0	1
NA	0	0	0	0	0	0
Usf2	1901	2076	3088	1802	2123	1774
Gm4673	235	214	355	224	186	187
Lsr	1820	1502	1950	1953	2253	2078
Fam187b	171	174	322	291	315	482
Fxyd5	939	949	1304	335	361	260
Fxyd7	32	35	60	13	8	10
Fxyd1	1491	2139	2736	553	474	428
Lgi4	144	156	204	49	77	60
Fxyd3	2802	2823	2445	801	1184	500
Hpn	1123	838	1397	704	1017	1087
Scn1b	431	537	592	112	149	140
Gramd1a	1792	2060	3086	1486	1651	2135
Gm10640	2	1	4	0	10	13
Scgb1b2	0	0	0	0	0	0
Scgb2b2	0	0	0	0	0	0
Scgb2b3	0	0	0	0	0	0
Scgb1b3	0	0	0	0	0	0
Scgb2b6	0	0	0	0	0	0
Scgb2b7	0	0	0	0	0	0
Scgb1b7	0	0	0	0	0	0
NA	0	0	0	0	0	0
NA	0	0	0	0	0	0
Scgb2b10	0	0	0	0	0	0
NA	0	0	0	0	0	0
Scgb2b11	0	0	0	0	0	0
Scgb2b12	0	0	0	0	0	0
Scgb1b12	0	0	0	0	0	0
Scgb1b29	0	0	0	0	0	0
Gm21135	0	0	0	0	0	0
Gm5058	0	0	0	0	0	0
Scgb2b15	0	0	0	0	0	0
NA	0	0	0	0	0	0
Gm9156	0	0	0	0	0	0
Scgb2b17	0	0	0	0	0	0
NA	0	0	0	0	0	0
NA	0	0	0	0	0	0
Scgb2b18	0	0	0	0	0	0
Scgb2b19	0	0	0	0	0	0
Scgb1b19	0	0	0	0	0	0
Scgb2b20	0	0	0	0	0	0
Scgb1b20	0	0	0	0	0	0
Scgb2b21	0	0	0	0	0	0
Scgb2b23-ps	0	0	0	0	0	0
Scgb2b24	0	0	0	0	0	0
Scgb1b24	0	0	0	0	0	0
Scgb2b26	0	0	0	0	0	0
Scgb2b27	0	0	0	0	0	0
Scgb1b27	0	0	0	0	0	0
Scgb1b30	0	0	5	2	2	2
Wtip	718	1258	1747	631	563	708
Uba2	2861	2808	4982	2740	3196	3366
Pdcd2l	472	391	693	425	514	555
Gpi1	11590	15219	17696	12271	13210	12715
Gm12758	31	47	62	48	88	93
Garre1	847	940	1453	514	794	463
NA	0	0	1	1	1	0
Lsm14a	4679	4568	7115	3903	5134	5779
Kctd15	1044	1698	2455	598	675	465
Chst8	834	680	114	16	59	20
Pepd	1290	1174	1538	1181	1329	1578
Cebpg	2020	2207	3446	2087	2770	3094
Cebpa	780	1805	2183	1399	954	1474
Slc7a10	0	6	11	0	2	2
Lrp3	475	795	1341	236	254	208
Wdr88	2	5	9	8	8	26
Gpatch1	665	786	1301	889	972	1308
Rhpn2	3598	3990	5566	2564	2359	4279
Faap24	448	365	462	240	348	321
Cep89	1363	1383	1958	2342	2645	3298
Slc7a9	59	24	38	18	25	28
Tdrd12	94	22	23	1	8	2
Nudt19	1524	1099	1855	635	788	786
Rgs9bp	40	51	16	8	33	27
Ankrd27	1314	1507	2365	1325	1529	1924
Pdcd5	883	820	1402	669	805	810
Dpy19l3	877	1010	1897	1901	1903	2478
Zfp507	1157	1296	2024	1132	1445	1366
NA	1	2	4	2	5	2
E130304I02Rik	0	1	0	1	0	0
Rpl17-ps9	225	288	297	111	140	177
Tshz3	1037	1226	2405	624	685	464
Zfp536	10	4	16	24	0	0
4930505M18Rik	0	0	0	0	0	0
Uri1	2326	2613	4412	2561	2780	3328
Ccne1	83	22	39	20	35	29
1600014C10Rik	618	792	1006	568	632	686
Plekhf1	260	632	533	314	311	414
Pop4	575	620	907	598	700	765
Gm6818	0	0	0	0	1	2
NA	0	1	0	0	1	0
Gm5591	0	0	0	0	0	0
Gm4454	0	0	0	0	0	0
Gm20749	0	0	0	0	0	0
Gm6605	0	0	0	0	0	0
Gm21276	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0
Gm21136	0	0	0	0	0	0
Gm21142	0	0	0	0	0	0
Gm21152	0	0	0	0	0	0
Gm6833	0	0	0	0	0	0
Gm1988	0	0	0	0	0	0
Gm6124	0	0	0	0	0	0
Gm16387	0	0	0	0	0	0
Gm9271	0	0	0	0	0	0
Gm5114	0	0	0	0	0	0
Gm5590	0	1	2	0	6	1
Zfp939	109	132	179	117	124	140
Zfp619	260	306	400	204	232	223
NA	15	11	24	18	22	26
4933402C06Rik	0	0	0	0	1	0
A230077H06Rik	10	8	22	0	8	6
Vstm2b	277	317	644	271	291	189
4930433I11Rik	0	0	0	0	0	0
Gm4884	0	0	0	0	0	0
Gm6820	0	0	0	0	0	0
Gm2128	0	0	0	0	0	0
Gm6866	0	0	0	0	0	0
Gm5592	0	0	0	0	0	0
AI987944	475	450	650	458	494	626
Vmn2r57	14	29	14	16	16	14
AW146154	210	280	380	217	232	411
NA	2	0	0	0	0	0
2610021A01Rik	490	503	845	605	845	964
Zfp788	494	614	932	624	714	830
Vmn2r-ps54	0	0	2	0	2	0
Vmn2r58	0	0	0	0	0	0
Vmn2r59	0	0	0	0	0	0
Ccnb1-ps	8	4	2	0	8	2
Vmn2r60	0	0	0	0	0	0
Vmn2r61	0	0	0	0	0	0
Vmn2r-ps60	0	0	0	0	0	0
4933421I07Rik	0	0	0	0	0	0
Zfp141	444	463	814	369	488	644
Zfp977	22	31	49	23	15	17
Zfp976	303	253	453	385	390	480
Zfp975	232	221	382	245	205	263
Vmn2r62	0	0	0	0	0	0
Gm2381	0	1	2	0	0	0
Vmn2r63	0	0	0	0	0	0
Gm17768	0	0	0	0	0	0
Vmn2r-ps158	2	0	0	0	0	0
Gm2329	0	0	0	0	2	2
Zfp936	1	0	0	3	0	1
EU599041	0	0	0	1	0	0
Zfp715	885	964	1562	713	1062	1109
Siglecf	4	6	16	4	0	4
Siglecg	36	41	44	18	16	0
Lim2	0	0	0	0	0	0
Nkg7	26	37	24	6	4	8
Cldnd2	4	1	16	4	11	16
Etfb	3999	2913	4417	2605	3276	2810
Vsig10l	519	880	874	253	236	209
Iglon5	321	652	601	195	166	65
4931406B18Rik	0	0	2	0	0	0
Cd33	74	86	198	39	38	40
Zfp658	395	281	385	143	216	219
Zfp719	1025	1001	1409	1189	1410	1357
Zfp819	10	18	29	72	87	107
Ceacam18	4	2	1	12	6	13
Siglece	128	165	233	110	103	159
Ctu1	1314	1333	1877	1276	1385	1518
Klk14	30	71	61	12	4	3
Klk13	0	4	4	2	2	3
2310002F09Rik	9	82	83	47	24	81
Klk12	15	43	50	48	56	38
Klk11	1235	2148	2477	1516	1635	2492
Klk10	36	91	187	25	34	56
Klk9	3	16	37	2	2	13
Klk8	34	73	82	6	16	16
Klk7	0	0	0	0	0	2
Klk6	1	0	0	0	0	0
Klk5	0	0	0	0	0	0
Klk4	0	0	0	0	0	0
Klk15	6	6	2	0	0	0
Klk1b7-ps	6	7	4	3	0	0
Klk1b8	30	20	13	16	6	2
Klk1b1	47	21	36	50	20	6
Klk1b9	4	4	3	0	0	2
Klk1b11	67	80	51	5	6	2
Klk1b26	0	0	0	0	0	2
Klk1b27	349	129	17	30	26	2
Klk1b21	2448	2708	928	249	260	38
Klk1b22	2	1	5	0	5	0
Klk1b16	0	2	3	0	0	2
Klk1b24	685	514	196	9	11	0
Klk1b3	1	11	4	0	0	0
Klk1b4	0	4	8	0	0	0
Klk1b5	19	73	70	6	0	0
Klk1	833	764	528	103	109	59
1700028J19Rik	22	30	26	18	14	34
2410002F23Rik	3560	3633	5732	1687	2037	1763
Snord88c	24	12	27	7	11	4
Snord88a	5	2	10	4	0	0
Acp4	15	20	64	2	6	2
Clec11a	1327	1260	2534	796	455	392
Shank1	1033	832	2739	471	516	199
1700008O03Rik	21	28	46	38	27	39
Syt3	61	113	150	49	53	52
Lrrc4b	260	1041	889	270	183	84
Aspdh	4	5	11	6	8	7
Josd2	764	841	1357	1046	1195	1120
Emc10	5219	5727	8687	4526	4658	4116
Garin5a	130	238	341	211	188	302
Mybpc2	663	431	968	521	508	819
Spib	48	48	106	19	16	23
Pold1	1416	1356	1932	1158	1188	1210
Nr1h2	4045	5630	7305	4008	3908	5144
Napsa	2697	2934	3685	128	107	151
Kcnc3	2036	1283	2635	217	265	342
Myh14	9356	6052	6274	10051	21683	14949
2310016G11Rik	0	0	4	0	7	4
Izumo2	0	0	0	0	0	3
Zfp473	30	39	57	23	26	11
Vrk3	1350	1493	1938	1757	1864	2488
Atf5	4082	3832	5129	2129	2334	1838
Il4i1b	6	5	7	7	8	11
Nup62	1207	1384	1978	1112	1373	1271
Il4i1	1	7	9	2	6	0
Tbc1d17	1498	2926	3456	1659	1663	2941
Akt1s1	3254	3935	5158	2754	3211	3280
Mir707	16	28	50	15	30	13
Pnkp	1107	1059	1493	1251	1273	1338
Ptov1	6090	7606	11273	7319	7346	8923
Med25	3727	4167	6222	5263	5581	5940
Fuz	1410	1849	2570	2640	2405	3498
Ap2a1	3956	3825	5322	3498	4279	3851
Tsks	4	11	22	12	17	11
Cpt1c	677	951	1281	692	830	948
Prmt1	2931	2444	4465	2836	3549	2852
Gm15545	97	134	246	158	169	255
Bcl2l12	483	423	791	681	715	1033
Irf3	2312	2373	3711	2396	2465	2944
Scaf1	6066	6097	9711	5401	6583	6538
Rras	2068	2447	3623	1101	940	1108
Prr12	4493	5404	9223	4142	4682	4958
Prrg2	954	1184	1610	1267	1192	1375
Nosip	1770	2192	2744	1587	1915	2127
Rcn3	4657	5248	6777	1976	2143	944
Fcgrt	2123	4287	4471	1448	1193	2001
Mir150	0	0	0	0	0	0
Rps11	14391	15651	21964	10755	12435	14020
Snord35b	2	5	11	3	5	5
NA	0	0	0	0	0	0
Rpl13a	9578	10068	15948	7152	8760	10677
Snord35a	13	9	21	5	5	3
Snord34	7	3	6	1	6	3
Snord33	2	4	8	2	1	0
Mir5121	0	0	0	0	0	0
Snord32a	8	8	11	5	8	6
Flt3l	193	392	672	439	296	1270
Aldh16a1	809	1105	1447	1420	1404	2187
Pih1d1	819	910	1265	1312	1264	1955
Slc17a7	35	22	51	49	191	166
NA	2	2	18	11	4	37
Pth2	0	0	6	6	7	6
Kash5	29	37	112	386	222	777
Dkkl1	192	165	288	412	353	639
Tead2	1350	3071	2722	797	942	893
Cd37	73	142	149	19	22	63
Slc6a16	7	6	2	0	0	10
Slc6a21	2	1	0	1	2	1
Trpm4	2302	3391	4405	6542	5454	9818
Hrc	92	136	129	167	171	167
Ppfia3	249	432	650	2010	1429	2884
Mtag2	0	3	0	7	6	4
Lin7b	58	68	217	52	35	36
Snrnp70	8316	7215	12966	6650	8432	8336
Kcna7	10	2	10	12	15	8
Ntf5	109	134	228	297	252	399
NA	251	202	410	1719	1900	2829
Lhb	132	100	201	974	956	1718
Ruvbl2	1641	1368	2628	5800	6356	7998
Gys1	2483	2891	3533	2863	2822	3629
NA	26	27	22	12	16	18
Ftl1	19605	20332	22488	17644	21388	23984
Bax	1733	1324	2233	1281	1768	1253
Dhdh	480	733	1275	384	339	632
Nucb1	21761	21699	22098	17108	19717	14585
Tulp2	87	112	153	200	271	270
Ppp1r15a	1524	1874	2470	1553	2013	3140
Plekha4	462	585	750	394	308	882
Hsd17b14	31	31	70	32	68	164
0610005C13Rik	30	32	45	33	30	21
Bcat2	2450	2490	3231	2520	3307	2544
Fgf21	0	0	0	0	0	0
Fut1	9	4	8	6	14	8
Izumo1	9	8	11	6	6	18
Rasip1	573	813	1135	328	400	396
A030001D20Rik	56	114	175	51	52	56
Mamstr	261	611	569	269	161	277
Fut2	3028	3758	5074	1784	1582	1200
Sec1	19	10	27	0	1	2
Ntn5	3	11	5	2	3	0
Car11	220	405	616	150	137	266
Dbp	2417	3106	2987	1426	2928	7271
Sphk2	2048	2431	3385	2360	2248	2685
Rpl18	13576	14338	19659	9800	11475	12195
Fam83e	211	252	260	500	713	864
Spaca4	7	2	6	21	16	33
Sult2b1	47	65	157	31	34	59
Gm5897	0	3	1	0	0	0
Lmtk3	193	256	477	98	99	62
Cyth2	2375	2530	3512	1968	2536	2372
Kcnj14	2	5	12	1	9	8
Grwd1	590	514	934	422	522	453
Gm19401	10	2	4	20	14	37
Grin2d	162	204	320	157	103	90
Kdelr1	7063	8636	11252	6197	6421	8269
Syngr4	11	1	6	2	8	7
Tmem143	643	791	1206	855	816	1165
Emp3	1233	1269	1508	532	429	263
Odad1	897	889	1708	3790	4153	6008
Abcc6	40	48	80	20	11	15
Nomo1	4022	3351	5681	3642	4534	2948
Kcnj11	16	41	64	6	8	16
Abcc8	8	18	56	17	18	11
Ush1c	4	8	6	4	12	10
Otog	2	0	0	0	0	0
Myod1	0	0	0	0	0	0
Kcnc1	8	14	36	14	2	4
Sergef	160	151	261	132	174	160
Tph1	10	4	3	0	0	4
Saal1	387	513	784	403	535	792
Saa3	0	6	28	10	4	2
Saa4	0	0	0	0	0	0
Saa1	2	6	4	4	4	0
Saa2	0	0	0	0	0	0
Hps5	1345	1314	1902	1190	1521	1641
Gtf2h1	1312	1595	2470	1076	1301	1739
Gm5331	5	9	9	3	6	4
Ldha	16599	13253	16491	14871	17083	6386
Ldhc	28	8	22	16	33	48
Tsg101	2813	2490	3739	2935	3880	3670
Uevld	1176	1047	1415	848	1229	1246
C86187	0	0	0	3	3	8
Misfa	0	0	0	0	0	0
Spty2d1	5225	3231	4338	2991	5560	3989
Tmem86a	2544	2247	2329	3095	5644	3441
Ptpn5	1564	182	234	125	956	96
Mrgpra6	0	4	2	9	21	9
Mrgpra9	0	1	1	0	24	6
Mrgpra1	6	0	11	18	31	15
Mrgpra2a	0	0	0	0	0	0
Mrgpra2b	0	3	0	3	0	0
Mrgpra3	13	20	4	2	9	8
Mrgpra4	0	0	2	0	0	0
Mrgprx1	0	2	2	0	0	0
Mrgprb5	0	0	0	0	0	0
Mrgprb4	0	0	0	0	0	0
Mrgprb13	0	0	0	0	0	0
Mrgprb8	0	0	0	0	0	0
Mrgprb1	0	9	14	0	0	0
Mrgprx2	0	7	6	0	1	0
Mrgprb2	0	4	8	0	0	0
Mrgprb3	0	0	0	0	1	0
Zdhhc13	1342	1012	1255	1238	2029	1203
Csrp3	0	0	0	0	0	0
E2f8	175	77	97	55	122	60
NA	14	11	11	17	4	4
Nav2	5618	7118	12899	5046	6088	6640
Dbx1	0	0	0	0	0	0
Htatip2	366	442	556	862	916	1395
Prmt3	600	543	1036	691	953	754
Slc6a5	0	0	0	0	0	0
Nell1	123	551	625	58	53	220
Nell1os	0	0	0	0	0	0
4933405O20Rik	0	0	2	0	0	0
Gm9354	16	8	9	0	12	9
Ano5	5573	2033	3275	1982	4613	3108
Slc17a6	4	0	3	0	0	0
Fancf	160	184	322	139	188	176
Gas2	146	147	247	191	172	263
Svip	883	819	1371	953	964	1226
1700015G11Rik	0	0	0	0	1	0
Gm19549	0	0	0	0	0	0
Luzp2	52	154	113	65	20	8
Siglech	345	377	366	7	8	12
Tubgcp5	1889	1501	2155	583	785	748
NA	0	0	0	0	2	0
Cyfip1	5677	5478	7782	5374	6295	6363
Nipa2	1099	1007	1518	1165	1416	1370
A230056P14Rik	83	112	206	337	331	466
Nipa1	231	184	378	887	926	1099
Herc2	9101	5809	10269	8052	14776	10533
NA	0	0	0	0	0	0
Oca2	2	0	0	0	0	2
Gabrg3	49	43	97	12	20	3
Gm9962	4	2	13	0	2	0
Gabra5	1	12	24	60	32	182
Gabrb3	14	42	58	52	51	38
Atp10a	729	1023	1602	1556	2210	2994
Ube3a	2448	2197	3810	1930	3102	2249
NA	3	4	6	0	20	7
NA	855	760	1506	855	1216	1131
Ipw	0	0	0	0	0	0
Gm26504	0	0	0	0	0	0
NA	0	0	0	0	0	0
Snord116l2	0	0	0	0	0	0
Snord116l1	0	0	0	0	0	0
Snhg14	415	208	518	227	285	347
Snord64	24	10	11	6	8	3
Snurf	0	0	0	0	0	0
Snrpn	2	0	3	0	0	0
Gm7367	359	461	554	502	445	840
A230006K03Rik	2	6	6	0	0	0
B230209E15Rik	0	0	0	0	0	0
Mir344d-1	0	0	0	0	0	0
Mir344d-2	0	0	0	0	0	0
A230057D06Rik	15	14	19	2	12	0
Mir344d-3	0	0	0	0	0	0
Mir344e	0	0	0	0	0	0
Mir344b	0	0	0	0	0	0
Mir344c	0	0	0	0	0	0
Mir344	0	0	0	0	0	0
NA	4	6	10	0	4	0
Mir344-2	0	2	0	0	0	0
A330076H08Rik	6	8	22	0	1	1
Mir344g	1	0	0	0	0	0
Mir344f	0	0	0	0	0	0
Ndn	1330	1680	2709	582	687	403
Magel2	10	0	0	0	1	0
Mkrn3	56	86	123	44	58	67
Peg12	34	43	55	21	28	13
Chrna7	0	15	38	4	2	2
Otud7a	34	29	39	44	44	85
Klf13	3837	4447	5906	3507	4248	4762
E030018B13Rik	12	2	0	1	4	2
Trpm1	22	21	37	10	8	20
Mir211	0	0	0	0	0	0
Mtmr10	1668	2344	4268	1628	1598	1988
Fan1	589	752	1105	737	1018	1234
Mphosph10	617	545	1031	559	876	680
Mcee	812	866	1227	1761	1751	2591
Apba2	37	56	88	49	30	32
Entrep2	391	573	952	343	111	50
Nsmce3	1392	1601	3017	2112	2462	2838
Tjp1	7868	9845	14563	7011	9088	8679
Gm7546	0	0	0	0	0	0
Tarsl2	978	1313	1768	1366	1521	1377
Tm2d3	887	1039	1575	929	827	1204
Gm10624	0	0	0	0	0	0
1810008I18Rik	6	8	15	30	51	83
Pcsk6	777	933	776	296	268	304
Snrpa1	809	522	894	751	849	700
Selenos	920	976	1239	1201	1285	1495
NA	1	0	0	0	0	0
Chsy1	2414	1124	2622	619	1535	782
Lrrk1	2900	3939	5434	2539	2997	2642
Aldh1a3	33	309	301	407	144	252
Asb7	888	1126	1560	1220	1384	1609
Lins1	402	396	936	644	747	612
Cers3	61	62	182	4	10	11
Adamts17	8	40	64	26	24	32
Lysmd4	513	543	897	430	437	528
Mef2a	2470	2521	4002	1836	2894	2096
Lrrc28	723	806	1426	740	662	911
Ttc23	969	1482	1763	1017	1064	1506
Synm	3351	1616	4311	8290	11726	25878
4833412C05Rik	14	29	57	12	7	14
Igf1r	4551	9105	11073	7787	7740	12700
Pgpep1l	12	42	52	19	13	16
Gm16157	0	0	9	5	0	15
Fam169b	175	200	285	227	339	271
4933436H12Rik	0	0	4	6	17	51
Gm5334	0	0	0	0	0	0
Arrdc4	5641	2279	3780	1670	1859	2563
4930402F11Rik	0	0	0	0	0	0
Nr2f2	6442	10455	15245	5360	4695	5503
B130024G19Rik	126	268	313	68	57	64
Gm10295	0	0	0	0	0	1
Mctp2	88	157	186	415	618	703
Rpl17-ps10	2072	2098	2979	1277	1412	1797
Gm6567	10	3	25	7	8	12
Gm20083	5	5	10	16	9	1
4930429H19Rik	12	13	33	8	8	2
A730056A06Rik	92	205	226	57	40	38
Rgma	4649	7608	8764	2557	2324	1927
Chd2	3735	4482	6640	3140	4364	5177
Chaserr	723	1073	1334	736	776	959
Gm7710	4	6	2	10	1	2
Gm4971	0	0	0	0	0	0
Fam174b	1600	3471	2274	3109	3922	4146
Gm10619	0	0	1	0	4	0
Gm21269	0	1	0	0	0	0
St8sia2	257	650	799	2367	2722	2742
Slco3a1	3949	3277	4780	2801	4561	2300
Gm20115	0	0	0	2	4	0
Sv2b	3254	3503	3999	1998	3822	1913
1500012K07Rik	63	122	91	21	53	65
Akap13	6216	9540	15826	6557	8060	7512
NA	1088	1369	2058	469	638	480
Klhl25	954	1065	1713	1338	1087	1225
Agbl1	0	0	2	0	0	2
Ntrk3	1493	1614	3057	363	323	284
Gm9885	79	94	134	10	13	29
E430016F16Rik	16	19	30	8	15	10
Mrpl46	634	531	764	519	713	670
Mrps11	601	472	808	493	516	425
Det1	447	415	835	536	627	628
Mir7-2	0	0	0	0	0	0
Aen	960	701	2038	744	771	654
Isg20	1907	4279	8432	1465	870	1287
NA	0	0	0	0	0	0
Acan	0	2	11	3	0	0
Hapln3	20	31	26	17	9	18
Mfge8	4120	9139	9770	10758	5431	8032
Abhd2	1262	1703	2200	2913	4169	3469
Rlbp1	0	4	2	0	2	6
Fanci	81	58	83	98	102	124
Polg	1385	1658	2487	1460	1613	2014
Gm10616	0	0	0	0	4	0
Mir9-3hg	0	0	0	0	0	0
Mir9-3	0	0	0	0	0	0
Rhcg	0	0	0	0	0	0
Ticrr	45	10	21	25	38	32
Kif7	285	385	554	204	289	227
Plin1	0	0	3	0	6	4
NA	7	9	20	6	8	7
Pex11a	12	27	55	10	18	15
Wdr93	154	244	466	1733	1782	3253
Mesp1	5	14	13	12	16	53
Mesp2	18	38	49	34	21	48
Anpep	31563	35159	30204	16300	19417	20268
Ap3s2	2051	2226	3511	2695	3306	3442
5430400D12Rik	10	19	43	16	17	16
Arpin	1672	1402	2396	2317	2414	2737
Zfp710	2095	2231	2857	1771	2298	1845
Gm21057	6	3	15	5	9	14
Idh2	4153	7907	11286	4324	4040	7047
NA	0	0	0	0	0	0
Sema4b	2787	4312	5508	3571	3254	3855
Cib1	1758	1363	2089	2000	2072	2211
Gdpgp1	262	265	384	232	258	250
Ttll13	150	253	397	660	872	1410
Ngrn	1159	1343	1863	1376	1391	2175
Vps33b	976	919	1331	700	858	775
Prc1	309	207	207	152	311	286
Rccd1	520	438	955	438	538	402
Unc45a	2565	2508	3963	2111	2529	2396
Hddc3	370	419	542	363	419	453
Man2a2	5823	7032	10508	7793	9508	6777
Fes	979	903	1274	657	741	796
Furin	9469	8581	10590	7338	9276	8108
Blm	204	248	386	178	247	218
Crtc3	1701	2442	4004	1992	2048	2287
Gm15880	5	28	22	6	16	13
Iqgap1	9646	10623	14617	12569	15668	19193
Zscan2	309	832	686	226	252	394
Wdr73	878	861	1480	1398	1479	2044
Nmb	141	297	394	222	178	338
Sec11a	4952	4612	5554	4168	4946	3866
Zfp592	3036	3071	5008	2527	3316	2859
Alpk3	30	110	120	36	32	21
Slc28a1	4	6	2	6	28	0
Ndufs6b	40	37	59	28	35	38
Pde8a	574	697	1068	493	352	557
Rps17	13617	14643	21506	10010	11169	12252
Cpeb1	554	1052	1479	574	416	855
Ap3b2	1769	3815	6672	2739	1355	1001
BC048679	343	337	1071	79	62	316
2900076A07Rik	230	263	394	184	228	247
Mir1839	22	18	38	16	16	20
Fsd2	4	2	13	14	24	65
Whamm	978	1271	1739	827	925	1223
Homer2	127	76	255	620	554	587
Ramac	1061	1290	2036	1356	1719	2389
3110040N11Rik	494	488	820	585	622	901
Btbd1	3689	3528	5648	3272	3606	3264
Tm6sf1	348	341	571	333	232	91
Hdgfl3	2560	3442	4708	1622	1907	1648
Bnc1	521	670	1127	231	215	217
Gm20744	31	9	57	8	11	6
Sh3gl3	179	244	403	23	100	34
Adamtsl3	336	257	378	120	109	107
Saxo2	446	382	800	5844	7963	8405
Efl1	885	911	1480	853	1115	1236
4933406J10Rik	0	4	3	6	4	9
1700010L04Rik	4	2	3	0	7	1
Mex3b	880	1109	1428	570	1097	488
4933430H16Rik	0	0	0	0	0	0
A530021J07Rik	0	0	0	0	4	0
Gm10610	0	0	0	0	0	0
Tmc3	65	83	170	235	235	294
Stard5	3126	2840	6095	2869	2949	3353
Il16	714	796	1452	318	360	344
NA	84	91	154	80	127	99
Gm7964	1906	1949	2910	1950	2236	2118
Cfap161	356	287	554	2502	2600	5018
3110009M11Rik	0	0	4	0	0	4
Tlnrd1	5665	3855	5821	1922	3809	2292
Mesd	4111	4609	6928	3325	3866	3486
Cemip	440	879	792	238	373	155
Abhd17c	866	1039	1517	1367	1550	2486
Arnt2	1035	2714	3593	1825	914	1495
Ctxnd1	5	20	6	2	2	0
Fah	319	751	1188	423	403	677
Zfand6	3111	3649	4595	2791	2951	3856
2610206C17Rik	59	79	91	77	91	128
Gm6155	4	3	12	2	7	17
Or5ae2	0	0	1	0	0	0
Or5ae1	0	0	0	0	0	0
Vmn2r65	0	0	0	0	0	0
Vmn2r66	0	0	0	0	0	0
Vmn2r67	0	0	0	0	0	0
Vmn2r68	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	0
Vmn2r70	0	0	0	0	0	0
Vmn2r71	0	0	0	0	0	0
Vmn2r72	0	0	0	0	0	0
Vmn2r73	0	0	0	0	0	0
Vmn2r74	0	0	0	0	0	0
